,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Í–ËŸ⁄ ‚‹ŸŸ‘,“Ÿ‹,ﬁ”Ÿ‡Í ﬁÁ’Ë,‚ŸË ﬁ“’ËŸ› —ŸÈË–‹,ﬁÁÊ’‚,È‡Í ‚‹ŸŸ‘,ﬁ“”Ë,ﬁÊ— ﬁÈ‰◊ÍŸ,·ÿÿ’· ‚‹ŸŸ‘,Í–ËŸ⁄ Ë–Ÿ’ﬂ ‚‹ŸŸ‘,ﬁ·' ÿŸ·Í ‚‹ŸŸ‘,
,8/22/2024,3,,Modiin,,2024,Male,Child,Oleh,6/4/2024,LY28,
,8/22/2024,18,California,Tsor'a,Student,2024,Female,Single,Ezrach Oleh,4/13/2024,LY06,
,8/22/2024,17,California,Ein HaHoresh,Unemployed,2024,Female,Single,Ezrach Oleh,2/4/2024,LY06,
,8/22/2024,26,Illinois,Tel Aviv-Yafo,,2024,Male,Single,,,,
,8/22/2024,19,California,Ein hachoresh,Student,2024,Male,Single,Oleh,2/2/2024,LY06,
,8/22/2024,20,Florida,Ora,Student,2024,Male,Single,Ezrach Oleh,7/25/2024,LY18,
,8/23/2024,18,California,,Student,2024,Female,Single,,,,
,8/23/2024,19,Nevada,Ë‚‡‡‘,Student,2024,Female,Single,Katin Chozer (MYG),7/2/2024,LY4328/LY02,
,8/25/2024,26,Ontario,Jerusalem,Therapy/Counseling,2024,Female,Single,,,,
,8/27/2024,81,New York,Ma'ale Adumim,Accountant,2024,Male,Married,Oleh,5/2/2024,LY28,
,8/27/2024,20,New York,Ra'anana,,2024,Female,Child,Oleh,7/10/2024,LY04,
,8/27/2024,47,New York,Ra'anana,E-commerce,2024,Male,Married,Oleh,7/10/2024,LY04,
,8/27/2024,14,New York,Ra'anana,,2024,Male,Child,Oleh,7/10/2024,LY04,
,8/27/2024,45,New York,Ra'anana,Homemaker,2024,Female,Married,Oleh,7/10/2024,LY04,
,8/27/2024,14,New York,Ra'anana,,2024,Female,Child,Oleh,7/10/2024,LY04,
,8/27/2024,10,New York,Ra'anana,,2024,Male,Child,Oleh,7/10/2024,LY04,
,8/27/2024,77,New Jersey,Netanya,Retirement,2024,Female,Widowed,Oleh,5/3/2024,LY28,
,8/27/2024,46,New Jersey,Modi'in-Maccabim-Re'ut,Physician,2024,Female,Married,Oleh,5/24/2024,LY04,
,8/27/2024,13,New Jersey,Modi'in-Maccabim-Re'ut,,2024,Male,Child,Oleh,5/24/2024,LY04,
,8/27/2024,50,New Jersey,Modi'in-Maccabim-Re'ut,,2024,Male,Married,Oleh,5/24/2024,LY04,
,8/27/2024,13,New Jersey,Modi'in-Maccabim-Re'ut,,2024,Female,Child,Oleh,5/24/2024,LY04,
,8/27/2024,6,New Jersey,Modi'in-Maccabim-Re'ut,,2024,Male,Child,Oleh,5/24/2024,LY04,
,8/27/2024,20,Florida,Raanana,Other,2024,Male,Single,Oleh,7/24/2024,LY18,
,8/27/2024,27,Massachusetts,Ramat Hasharon,Security,2024,Female,Single,Oleh,2/28/2024,LY04,
,8/27/2024,16,New Jersey,Bet Shemesh,,2024,Male,Child,Oleh,3/10/2024,LY28,
,8/27/2024,74,Maryland,Gan Yavne,Engineer - Mechanical,2024,Male,Married,Oleh,5/11/2023,LY08,
,8/27/2024,66,New York,Jerusalem,Retirement,2024,Male,Married,Oleh,10/10/2023,LY02,
,8/27/2024,56,New York,Jerusalem,Real Estate - Property Manager,2024,Female,Married,Oleh,10/10/2023,LY02,
,8/27/2024,19,Illinois,Jerusalem,Student,2024,Female,Single,Oleh,6/3/2024,LY02,
,8/27/2024,23,New York,Jerusalem,Student,2024,Female,Single,Oleh,3/15/2024,LY02,
,8/27/2024,21,Ontario,Jerusalem,Unemployed,2024,Female,Single,Oleh,12/7/2023,LY18,
,8/27/2024,24,Ontario,Tel Aviv-Yafo,Accountant,2024,Female,Single,Oleh,10/20/2023,LY04,
,8/27/2024,30,Massachusetts,Tel Aviv-Jaffa,Dentist,2024,Female,Single,Oleh,2/29/2024,W4 3257,
,8/27/2024,24,Maryland,Ra'anana,Student,2024,Male,Single,Oleh,4/18/2024,LY02,
,8/27/2024,70,Massachusetts,Jerusalem,Education - Special,2024,Male,Divorced,Oleh,4/1/2024,LY02,
,8/27/2024,56,Illinois,Modiin,Office Manager,2024,Female,Married,Oleh,3/10/2024,LY02,
,8/27/2024,57,Illinois,Modiin,Physician,2024,Male,Married,Oleh,3/10/2024,LY02,
,8/27/2024,25,New York,Jerusalem,Education - Elementary,2024,Female,Single,Oleh,5/20/2024,LY02,
,8/27/2024,30,Florida,Jerusalem,Education Other,2024,Female,Single,Oleh,5/6/2024,LY18,
,8/27/2024,5,New York,Modi'in-Maccabim-Re'ut,,2024,Female,Child,Ezrah Yelid Hul (katin/minor),5/20/2024,LY02,
,8/27/2024,3,New York,Modi'in-Maccabim-Re'ut,,2024,Male,Child,Ezrah Yelid Hul (katin/minor),5/20/2024,LY02,
,8/27/2024,29,New York,Modi'in-Maccabim-Re'ut,Advertising,2024,Male,Married,Oleh,5/20/2024,LY02,
,8/27/2024,30,New York,Efrat,Occupational Therapist,2024,Male,Married,Oleh,5/21/2024,LY02,
,8/27/2024,30,New York,Efrat,Occupational Therapist,2024,Female,Married,Oleh,5/21/2024,LY02,
,8/27/2024,4,New York,Efrat,,2024,Male,Child,Oleh,5/21/2024,LY02,
,8/27/2024,1,New York,Efrat,,2024,Male,Child,Oleh,5/21/2024,LY02,
,8/27/2024,49,New York,Modi'in-Maccabim-Re'ut,Plumber,2024,Male,Married,Ezrach Oleh,3/19/2024,LY02,
,8/27/2024,47,New York,Modi'in-Maccabim-Re'ut,Homemaker,2024,Female,Married,Oleh,3/19/2024,LY02,
,8/27/2024,15,New York,Modi'in-Maccabim-Re'ut,,2024,Female,Child,Oleh,3/19/2024,LY02,
,8/27/2024,14,New York,Modi'in-Maccabim-Re'ut,,2024,Female,Child,Oleh,3/19/2024,LY02,
,8/27/2024,19,Ontario,Jerusalem,Unemployed,2024,Male,Adult Child,Oleh,12/7/2023,LY18,
,8/27/2024,51,Ontario,Jerusalem,Self Employed/Small Business,2024,Male,Married,Oleh,12/7/2023,LY18,
,8/27/2024,50,Ontario,Jerusalem,Self Employed/Small Business,2024,Female,Married,Oleh,12/7/2023,LY18,
,8/27/2024,29,New York,Jerusalem,Finance - Analyst,2024,Male,Married,Oleh,3/15/2024,LY02,
,8/27/2024,28,New York,Jerusalem,Education - Early Childhood,2024,Female,Married,Oleh,3/15/2024,LY02,
,8/27/2024,2,New York,Jerusalem,,2024,Male,Child,Oleh,3/15/2024,LY02,
,8/27/2024,71,Ontario,Netanya,Retirement,2024,Female,Married,Oleh,6/11/2024,LY4474/LY04,
,8/27/2024,76,Ontario,Netanya,Retirement,2024,Male,Married,Oleh,6/11/2024,LY4474/LY04,
,8/27/2024,23,Illinois,ŸË’È‹Ÿ›,Student,2024,Female,Single,Oleh,6/14/2024,LY08,
,8/27/2024,20,New York,Modi'in-Maccabim-Re'ut,Engineer - Computer,2024,Male,Single,Oleh,6/27/2024,LY04,
,8/27/2024,80,New York,Jerusalem,Retirement,2024,Male,Married,Oleh,4/9/2024,LY08,
,8/27/2024,77,New York,Jerusalem,Retirement,2024,Female,Married,Oleh,4/9/2024,LY08,
,8/27/2024,24,,Tel Aviv-Yafo,,2024,Male,Single,,,,
,8/27/2024,31,New Jersey,Tel Aviv-Yafo,Education - Special,2024,Female,Single,Oleh,7/10/2024,LY02,
,8/27/2024,18,New York,Tirat Zvi,Student,2024,Female,Single,Oleh,7/2/2024,LY04,
,8/27/2024,19,Texas,Ra'anana,Student,2024,Male,Single,Oleh,6/26/2024,LY28,
,8/27/2024,22,New Jersey,Herzliya,Unemployed,2024,Female,Single,Oleh,6/11/2024,LY02,
,8/27/2024,19,New York,Lavi,Student,2024,Female,Single,Oleh,7/24/2024,LY28,
,8/27/2024,21,Florida,Garin Tzabbar,Student,2024,Female,Single,Katin Chozer,5/23/2024,LY18,
,8/27/2024,3,California,Ra'anana,,2024,Male,Child,Oleh,7/10/2024,LY28,
,8/27/2024,0,California,Ra'anana,,2024,Male,Child,Oleh,7/10/2024,LY28,
,8/27/2024,32,California,Ra'anana,Research,2024,Female,Married,Oleh,7/10/2024,LY28,
,8/27/2024,31,California,Ra'anana,Kollel,2024,Male,Married,Oleh,7/10/2024,LY28,
,8/27/2024,36,New York,Ra'anana,Real Estate,2024,Male,Married,Oleh,4/1/2024,LY08,
,8/27/2024,33,New York,Ra'anana,Fitness,2024,Female,Married,Oleh,4/1/2024,LY08,
,8/27/2024,13,New York,Ra'anana,,2024,Male,Child,Oleh,4/1/2024,LY08,
,8/27/2024,11,New York,Ra'anana,,2024,Male,Child,Oleh,4/1/2024,LY08,
,8/27/2024,5,New York,Ra'anana,,2024,Female,Child,Oleh,4/1/2024,LY08,
,8/27/2024,4,New York,Ra'anana,,2024,Male,Child,Oleh,4/1/2024,LY08,
,8/27/2024,27,New York,Giv'at Ze'ev,Kollel,2024,Male,Married,Oleh,4/18/2024,LY02,
,8/27/2024,24,New York,Giv'at Ze'ev,Programmer - App Developer,2024,Female,Married,Oleh,4/18/2024,LY02,
,8/27/2024,1,New York,Giv'at Ze'ev,,2024,Female,Child,Oleh,4/18/2024,LY02,
,8/27/2024,11,New York,Jerusalem,,2024,Male,Child,Ezrah Yelid Hul (katin/minor),4/1/2024,LY04,
,8/27/2024,15,New York,Jerusalem,,2024,Male,Child,Ezrah Yelid Hul (katin/minor),4/1/2024,LY04,
,8/27/2024,4,New York,Jerusalem,,2024,Male,Child,Ezrah Yelid Hul (katin/minor),4/1/2024,LY04,
,8/27/2024,1,New York,Jerusalem,,2024,Female,Child,Ezrah Yelid Hul (katin/minor),4/1/2024,LY04,
,8/27/2024,35,New York,Jerusalem,Professor,2024,Female,Married,Oleh,4/1/2024,LY04,
,8/27/2024,19,California,Ness Ziona,Student,2024,Male,Single,Ezrach Oleh,6/28/2024,LY06,
,8/27/2024,19,New Jersey,Bat Yam,Student,2024,Female,Single,Katin Chozer,7/25/2024,LY04,
,8/27/2024,20,Florida,Tsor'a,Waiter,2024,Female,Single,Ezrach Oleh,7/1/2024,LY18,
,8/27/2024,25,New York,Jerusalem,Administration,2024,Male,Single,Oleh,6/24/2024,LY28,
,8/27/2024,51,New York,Jerusalem,Social Work,2024,Female,Single,Katin Chozer,3/20/2024,LY02,
,8/27/2024,19,,Ein HaMifratz,Student,2024,Female,Single,Oleh,4/5/2024,LY02,
,8/27/2024,19,Massachusetts,“—‚ÍŸŸ›,Other,2024,Male,Single,Katin Chozer,5/3/2024,LY02,
,8/27/2024,25,,Jerusalem,Education - High School,2024,Female,Single,Oleh,7/15/2024,LY04,
,8/27/2024,35,New Jersey,Jerusalem,Accountant,2024,Male,Single,Oleh,7/1/2024,LY02,
,8/27/2024,30,Pennsylvania,Jerusalem,Human Resources/Recruitment,2024,Female,Married,Oleh,8/14/2024,LY28,
,8/27/2024,3,Pennsylvania,Jerusalem,,2024,Male,Child,Ezrah Yelid Hul (katin/minor),8/14/2024,LY28,
,8/27/2024,1,Pennsylvania,Jerusalem,,2024,Male,Child,Ezrah Yelid Hul (katin/minor),8/14/2024,LY28,
,8/27/2024,18,Minnesota,Ein HaMifratz,Student,2024,Female,Single,Oleh,6/4/2024,LY04,
,8/27/2024,18,Florida,Ein hachoresh,Student,2024,Male,Single,Katin Chozer,2/3/2024,LY18,
,8/27/2024,30,New York,Jerusalem,Other,2024,Male,Single,Oleh,5/20/2024,LY04,
,8/27/2024,13,Ontario,Efrat,,2024,Male,Child,Oleh,6/11/2024,LY08,
,8/27/2024,40,Ontario,Efrat,Accountant,2024,Male,Married,Oleh,6/11/2024,LY08,
,8/27/2024,39,Ontario,Efrat,Homemaker,2024,Female,Married,Oleh,6/11/2024,LY08,
,8/27/2024,10,Ontario,Efrat,,2024,Female,Child,Oleh,6/11/2024,LY08,
,8/27/2024,7,Ontario,Efrat,,2024,Male,Child,Oleh,6/11/2024,LY08,
,8/27/2024,68,New York,Tel Aviv-Yafo,Producer,2024,Male,Married,Oleh,6/26/2024,LY28,
,8/27/2024,3,New Jersey,Ra'anana,,2024,Female,Child,Ezrah Yelid Hul (katin/minor),5/24/2024,LY02,
,8/27/2024,2,New Jersey,Ra'anana,,2024,Male,Child,Ezrah Yelid Hul (katin/minor),5/24/2024,LY02,
,8/27/2024,0,New Jersey,Ra'anana,,2024,Male,Child,Ezrah Yelid Hul (katin/minor),5/24/2024,LY02,
,8/27/2024,5,New Jersey,Ra'anana,,2024,Female,Child,Ezrah Yelid Hul (katin/minor),5/24/2024,LY02,
,8/27/2024,28,New Jersey,Ra'anana,Social Work,2024,Female,Married,Katin Chozer,5/24/2024,LY02,
,8/27/2024,28,New Jersey,Ra'anana,Rabbinate,2024,Male,Married,Oleh,5/24/2024,LY02,
,8/27/2024,11,Maryland,Ma'ale Adumim,,2024,Female,Child,Ezrah Yelid Hul (katin/minor),6/27/2024,LY28,
,8/27/2024,10,Maryland,Ma'ale Adumim,,2024,Female,Child,Ezrah Yelid Hul (katin/minor),6/27/2024,LY28,
,8/27/2024,40,Maryland,Ma'ale Adumim,Business,2024,Male,Married,Katin Chozer,6/27/2024,LY28,
,8/27/2024,7,Maryland,Ma'ale Adumim,,2024,Female,Child,Ezrah Yelid Hul (katin/minor),6/27/2024,LY28,
,8/27/2024,3,Maryland,Ma'ale Adumim,,2024,Female,Child,Ezrah Yelid Hul (katin/minor),6/27/2024,LY28,
,8/27/2024,19,Pennsylvania,Ë‚‡‡‘,Student,2024,Male,Single,Oleh,7/23/2024,LY02,
,8/27/2024,18,Florida,Tsor'a,Marketing - Online,2024,Male,Single,Ezrach Oleh,7/2/2024,LY18,
,8/27/2024,13,New Jersey,Modi'in-Maccabim-Re'ut,,2024,Female,Child,Oleh,7/3/2024,LY04,
,8/27/2024,13,New Jersey,Modi'in-Maccabim-Re'ut,,2024,Male,Child,Oleh,7/3/2024,LY04,
,8/27/2024,40,New Jersey,Modi'in-Maccabim-Re'ut,Physical Therapist,2024,Female,Married,Oleh,7/3/2024,LY04,
,8/27/2024,11,New Jersey,Modi'in-Maccabim-Re'ut,,2024,Male,Child,Oleh,7/3/2024,LY04,
,8/27/2024,7,New Jersey,Modi'in-Maccabim-Re'ut,,2024,Female,Child,Oleh,7/3/2024,LY04,
,8/27/2024,45,New Jersey,Modi'in-Maccabim-Re'ut,Engineer - Computer,2024,Male,Married,Oleh,7/3/2024,LY04,
,8/27/2024,18,New Jersey,Ra'anana,Student,2024,Female,Single,Ezrach Oleh,8/1/2024,LY02,
,8/27/2024,67,Florida,Jerusalem,Retirement,2024,Male,Divorced,Oleh,4/18/2024,LY02,
,8/27/2024,18,California,Ra'anana,Student,2024,Female,Single,Katin Chozer,8/12/2024,LY06,
,8/28/2024,1,Ontario,Bet Shemesh daled,,2024,Male,Child,Ezrah Yelid Hul (katin/minor),5/8/2024,LY28,
,8/28/2024,37,Ontario,Bet Shemesh daled,Project Manager,2024,Male,Married,Ezrach Oleh,5/8/2024,LY28,
,8/28/2024,37,Ontario,Bet Shemesh daled,Other,2024,Female,Married,Katin Chozer,5/8/2024,LY28,
,8/28/2024,9,Ontario,Bet Shemesh daled,,2024,Male,Child,Ezrah Yelid Hul (katin/minor),5/8/2024,LY28,
,8/28/2024,7,Ontario,Bet Shemesh daled,,2024,Male,Child,Ezrah Yelid Hul (katin/minor),5/8/2024,LY28,
,8/28/2024,6,Ontario,Bet Shemesh daled,,2024,Female,Child,Ezrah Yelid Hul (katin/minor),5/8/2024,LY28,
,8/28/2024,4,Ontario,Bet Shemesh daled,,2024,Male,Child,Ezrah Yelid Hul (katin/minor),5/8/2024,LY28,
,8/28/2024,2,Ontario,Bet Shemesh daled,,2024,Male,Child,Ezrah Yelid Hul (katin/minor),5/8/2024,LY28,
,8/28/2024,61,New York,Netanya,Management,2024,Female,Married,Oleh,5/24/2024,LY28,
,8/28/2024,61,New York,Netanya,Marketing,2024,Male,Married,Oleh,5/24/2024,LY28,
,8/28/2024,19,Maryland,Ra'anana,Unemployed,2024,Female,Single,Ezrach Oleh,7/8/2024,LY28,
,8/28/2024,19,New York,Lavi,Student,2024,Female,Single,Oleh,4/3/2024,LY28,
,8/28/2024,65,New Jersey,Bet Shemesh,Retirement,2024,Male,Married,Oleh,4/8/2024,LY28,
,8/28/2024,64,New Jersey,Bet Shemesh,Retirement,2024,Female,Married,Oleh,4/8/2024,LY28,
,8/28/2024,75,Ontario,Jerusalem,Finance - Advisor,2024,Male,Married,Oleh,2/27/2024,LY06,
,8/28/2024,68,Ontario,Jerusalem,Sales - Finance,2024,Female,Married,Oleh,2/27/2024,LY06,
,8/28/2024,19,Alberta,Tsor'a,Student,2024,Female,Single,Ezrach Oleh,4/13/2024,LY28,
,8/28/2024,42,New York,Karnei Shomron,Non Profit,2024,Female,Divorced,Oleh,1/18/2024,LY28,
,8/28/2024,9,New York,Karnei Shomron,,2024,Male,Child,Oleh,1/18/2024,LY28,
,8/28/2024,18,New Jersey,Ein HaMifratz,Sales - Retail,2024,Female,Single,Oleh,7/1/2024,LY28,
,8/28/2024,19,Maryland,Lavi,Student,2024,Female,Single,Oleh,4/18/2024,LY28,
,8/28/2024,19,Maryland,Ra'anana,Academia,2024,Female,Single,Oleh,6/3/2024,LY28,
,8/28/2024,23,Ontario,Tirat Zvi,Student,2024,Male,Single,Oleh,7/16/2024,LY28,
,8/28/2024,21,Washington,Tirat Zvi,Student,2024,Male,Single,Oleh,7/2/2024,LY28,
,8/28/2024,19,Illinois,Ein HaMifratz,Student,2024,Female,Single,Oleh,5/9/2024,LY28,
,8/28/2024,12,,Ra'anana,,2024,Female,Child,Ezrah Yelid Hul (katin/minor),7/19/2024,,
,8/28/2024,14,,Ra'anana,,2024,Female,Child,Ezrah Yelid Hul (katin/minor),7/19/2024,,
,8/28/2024,18,,Hadera,Student,2024,Male,Single,Katin Chozer,7/1/2024,LY28,
,8/28/2024,18,New Jersey,Tirat Zvi,Student,2024,Female,Single,Oleh,6/25/2024,LY28,
,8/28/2024,19,California,Ra'anana,Unemployed,2024,Female,Single,Oleh,7/18/2024,LY28,
,8/28/2024,22,California,Ramat Yohanan,Student,2024,Male,Single,Ezrach Oleh,4/16/2024,LY28,
,8/28/2024,20,Washington,Tirat Zvi,Student,2024,Male,Single,Oleh,7/9/2024,LY28,
,8/28/2024,17,New York,Tirat Zvi,Student,2024,Male,Single,Ezrach Oleh,4/5/2024,LY28,
,8/28/2024,18,New York,Ein Hamifratz,Student,2024,Female,Single,Ezrach Oleh,7/2/2024,LY28,
,8/28/2024,19,Ontario,Tirat Tzvi,Student,2024,Female,Single,Oleh,6/3/2024,LY28,
,8/28/2024,24,New York,Tirat Zvi,Software Engineer,2024,Male,Single,Oleh,7/9/2024,LY28,
,8/28/2024,18,Illinois,Ein HaMifratz,Unemployed,2024,Female,Single,Ezrach Oleh,7/3/2024,LY28,
,8/28/2024,18,Connecticut,Ein HaMifratz,Student,2024,Male,Single,Oleh,7/1/2024,LY28,
,8/28/2024,18,New Jersey,Ein Hamifratz,Student,2024,Female,Single,Ezrach Oleh,3/11/2024,LY28,
,8/28/2024,18,New Jersey,Ein HaMifratz,Student,2024,Female,Single,Ezrach Oleh,6/26/2024,LY28,
,8/28/2024,67,New Jersey,Jerusalem,Retirement,2024,Male,Married,Oleh,5/20/2024,LY28,
,8/28/2024,66,New Jersey,Jerusalem,Retirement,2024,Female,Married,Oleh,5/20/2024,LY28,
,8/28/2024,23,Illinois,Tirat Tzvi,Management,2024,Male,Single,Oleh,5/29/2024,LY28,
,8/28/2024,19,New York,Ra'anana,Student,2024,Female,Single,Oleh,7/2/2024,LY28,
,8/28/2024,18,New York,Ein HaMifratz,Student,2024,Female,Single,Katin Chozer,3/28/2024,LY28,
,8/28/2024,44,Georgia,Rehovot,Data Analyst,2024,Male,Married,Oleh,6/3/2024,LY28,
,8/28/2024,43,Georgia,Rehovot,Therapy/Counseling,2024,Female,Married,Oleh,6/3/2024,LY28,
,8/28/2024,15,Georgia,Rehovot,,2024,Female,Child,Oleh,6/3/2024,LY28,
,8/28/2024,13,Georgia,Rehovot,,2024,Male,Child,Oleh,6/3/2024,LY28,
,8/28/2024,8,Georgia,Rehovot,,2024,Female,Child,Oleh,6/3/2024,LY28,
,8/28/2024,26,New York,Jerusalem,Education Administration,2024,Male,Married,Oleh,4/8/2024,LY28,
,8/28/2024,17,New Jersey,Ein HaMifratz,Student,2024,Female,Single,Katin Chozer,4/5/2024,LY28,
,8/28/2024,26,Manitoba,Tel Aviv-Yafo,Engineer - Mechanical,2024,Female,Single,,,,
,8/28/2024,19,,Lavi,Unemployed,2024,Male,Single,Oleh,6/17/2024,LY28,
,8/28/2024,19,Washington,Tzora,,2024,Female,Single,Ezrach Oleh,6/27/2024,LY28,
,8/28/2024,19,Pennsylvania,Ra'anana,Student,2024,Male,Single,Oleh,6/27/2024,LY28,
,8/28/2024,23,New Jersey,Ramat Yohanan,,2024,Female,Single,Oleh,8/1/2024,LY5164,
,8/28/2024,19,Pennsylvania,Ra'anana,Other,2024,Female,Single,Ezrach Oleh,7/16/2024,LY28,
,8/28/2024,18,Maryland,Lavi,Other,2024,Female,Single,Oleh,5/29/2024,LY28,
,8/28/2024,41,Maryland,Zikhron Ya'akov,Physician Assistant,2024,Female,Married,Oleh,7/1/2024,LY28,
,8/28/2024,11,Maryland,Zikhron Ya'akov,,2024,Male,Child,Oleh,7/1/2024,LY28,
,8/28/2024,44,Maryland,Zikhron Ya'akov,Lawyer,2024,Male,Married,Oleh,7/1/2024,LY28,
,8/28/2024,9,Maryland,Zikhron Ya'akov,,2024,Female,Child,Oleh,7/1/2024,LY28,
,8/28/2024,7,Maryland,Zikhron Ya'akov,,2024,Female,Child,Oleh,7/1/2024,LY28,
,8/28/2024,4,Maryland,Zikhron Ya'akov,,2024,Female,Child,Oleh,7/1/2024,LY28,
,8/28/2024,19,Georgia,Ra'anana,Army,2024,Female,Single,Ezrach Oleh,7/11/2024,LY28,
,8/29/2024,15,California,Nehusha,,2024,Male,Child,,,,
,8/29/2024,38,California,Nehusha,Academia,2024,Female,Married,,,,
,8/29/2024,12,California,Nehusha,,2024,Female,Child,,,,
,8/29/2024,9,California,Nehusha,,2024,Female,Child,,,,
,8/29/2024,7,California,Nehusha,,2024,Female,Child,,,,
,8/29/2024,34,North Carolina,Haifa,Education - Elementary,2024,Female,Single,Ezrach Oleh,3/18/2024,LY10,
,8/29/2024,2,New York,Giv'ot Eden,,2024,Female,Child,Oleh,3/10/2024,LY10,
,8/29/2024,34,New York,Giv'ot Eden,Education - PE Teacher,2024,Female,Married,Oleh,3/10/2024,LY10,
,8/29/2024,10,New York,Giv'ot Eden,,2024,Female,Child,Oleh,3/10/2024,LY10,
,8/29/2024,33,New York,Giv'ot Eden,Dentist,2024,Male,Married,Oleh,3/10/2024,LY10,
,8/29/2024,7,New York,Giv'ot Eden,,2024,Male,Child,Oleh,3/10/2024,LY10,
,8/29/2024,8,New York,Giv'ot Eden,,2024,Male,Child,Oleh,3/10/2024,LY10,
,8/29/2024,1,New York,Bet Shemesh,,2024,Male,Child,Oleh,11/28/2023,LY02,
,8/29/2024,33,New York,Bet Shemesh,Accountant CPA,2024,Female,Married,Oleh,11/28/2023,LY02,
,8/29/2024,11,New York,Bet Shemesh,,2024,Female,Child,Oleh,11/28/2023,LY02,
,8/29/2024,9,New York,Bet Shemesh,,2024,Female,Child,Oleh,11/28/2023,LY02,
,8/29/2024,33,New York,Bet Shemesh,Real Estate,2024,Male,Married,Oleh,11/28/2023,LY02,
,8/29/2024,5,New York,Bet Shemesh,,2024,Female,Child,Oleh,11/28/2023,LY02,
,8/29/2024,7,New York,Bet Shemesh,,2024,Male,Child,Oleh,11/28/2023,LY02,
,8/29/2024,2,Rhode Island,Afula,,2024,Female,Child,Ezrah Yelid Hul (katin/minor),2/13/2024,LY02,
,8/29/2024,7,Rhode Island,Afula,,2024,Male,Child,Ezrah Yelid Hul (katin/minor),2/13/2024,LY02,
,8/29/2024,35,Rhode Island,Afula,Academia,2024,Female,Married,Oleh,2/13/2024,LY02,
,8/29/2024,3,Rhode Island,Afula,,2024,Male,Child,Ezrah Yelid Hul (katin/minor),2/13/2024,LY02,
,8/29/2024,25,Indiana,Jerusalem,,2024,Female,Single,Oleh,7/11/2024,LY10,
,8/29/2024,68,Ontario,Bnei Brak,Physician,2024,Male,Married,Oleh,9/11/2023,LY10,
,8/29/2024,49,Ontario,Bnei Brak,Massage Therapist,2024,Female,Married,Oleh,9/11/2023,LY10,
,8/29/2024,49,California,Jerusalem,Programmer - App Developer,2024,Male,Married,Oleh,6/24/2024,LY06,
,8/29/2024,44,California,Jerusalem,Education - Early Childhood,2024,Female,Married,Oleh,6/24/2024,LY06,
,8/29/2024,17,California,Jerusalem,,2024,Male,Child,Oleh,6/24/2024,LY06,
,8/29/2024,15,California,Jerusalem,,2024,Female,Child,Oleh,6/24/2024,LY06,
,8/29/2024,8,California,Jerusalem,,2024,Male,Child,Oleh,6/24/2024,LY06,
,8/29/2024,71,New York,Jerusalem,Education Administration,2024,Female,Married,Oleh,4/9/2024,LY02,
,8/29/2024,75,New York,Jerusalem,Controller,2024,Male,Married,Oleh,4/9/2024,LY02,
,8/29/2024,37,New Jersey,Jerusalem,Homemaker,2024,Female,Married,Oleh,5/20/2024,LY28,
,8/29/2024,39,New Jersey,Jerusalem,Physician,2024,Male,Married,Oleh,5/20/2024,LY28,
,8/29/2024,14,New Jersey,Jerusalem,,2024,Male,Child,Oleh,5/20/2024,LY28,
,8/29/2024,13,New Jersey,Jerusalem,,2024,Male,Child,Oleh,5/20/2024,LY28,
,8/29/2024,10,New Jersey,Jerusalem,,2024,Male,Child,Oleh,5/20/2024,LY28,
,8/29/2024,6,New Jersey,Jerusalem,,2024,Male,Child,Oleh,5/20/2024,LY28,
,8/29/2024,0,NY,Jerusalem,,2024,Male,Child,Oleh,7/9/2024,LY28,
,8/29/2024,6,NY,Jerusalem,,2024,Female,Child,Oleh,7/9/2024,LY28,
,8/29/2024,4,NY,Jerusalem,,2024,Male,Child,Oleh,7/9/2024,LY28,
,8/29/2024,2,NY,Jerusalem,,2024,Male,Child,Oleh,7/9/2024,LY28,
,8/29/2024,39,NY,Jerusalem,Operations,2024,Male,Married,Oleh,7/9/2024,LY28,
,8/29/2024,39,NY,Jerusalem,Medical Lab Worker,2024,Female,Married,Ezrach Oleh,7/9/2024,LY28,
,8/29/2024,71,Ontario,Jerusalem,Physician,2024,Male,Married,Oleh,2/16/2024,LY02,
,8/29/2024,64,Ontario,Jerusalem,Childcare,2024,Female,Married,Oleh,2/16/2024,LY02,
,8/29/2024,21,California,Sde Eliyahu,Unemployed,2024,Male,Single,Oleh,7/15/2024,AF21/AF7068,
,8/29/2024,26,,Rishon LeTsiyon,Other,2024,Female,Single,Oleh,7/17/2024,LY10,
,8/29/2024,0,New York,Kiryat Malakhi,,2024,Female,Child,Oleh,5/20/2024,LY02,
,8/29/2024,24,New York,Kiryat Malakhi,Finance,2024,Female,Married,Oleh,5/20/2024,LY02,
,8/29/2024,25,New York,Kiryat Malakhi,Accountant,2024,Male,Married,Oleh,5/20/2024,LY02,
,8/29/2024,21,Ontario,Jerusalem,Student,2024,Male,Single,Oleh,5/8/2024,LY10,
,8/29/2024,0,New York,Bet Shemesh,,2024,Male,Child,Oleh,5/9/2024,LY10,
