,,,Í–ËŸ⁄ ‚‹ŸŸ‘,“Ÿ‹,ﬁ”Ÿ‡Í ﬁÁ’Ë,‚ŸË ﬁ“’ËŸ› —ŸÈË–‹,ﬁÁÊ’‚,ﬁ“”Ë,ﬁÊ— ﬁÈ‰◊ÍŸ,·ÿÿ’· ‚‹ŸŸ‘,Í–ËŸ⁄ Ë–Ÿ’ﬂ ‚‹ŸŸ‘,ﬁ·' ÿŸ·‘,‘ÈÍŸŸ€’Í ”ÍŸÍ,Í’–Ë,
,,,10/1/2024,40,New York,Jerusalem,Academia,Male,Single,,,,Conservative,Bachelors Degree,
,,,10/1/2024,77,,Bet Shemesh,,Female,Divorced,,,,Orthodox,,
,,,10/2/2024,18,,Herzliya,,Female,Single,,,,Non-Affiliated,,
,,,10/7/2024,77,New Jersey,Bet Shemesh,Retirement,Female,Widowed,Oleh,6/18/2024,LY26,Modern Orthodox,,
,,,10/7/2024,20,New Jersey,Herzliya,Sherut Leumi,Female,Single,Oleh,8/21/2024,LY16,Modern Orthodox,,
,,,10/7/2024,24,,Tel Aviv-Yafo,Administration,Female,Single,,,,Frum,,
,,,10/7/2024,18,Ontario,Jerusalem,Student,Female,Single,,,,Modern Orthodox,,
,,,10/8/2024,69,Florida,Jerusalem,Business Developer,Male,Widowed,Ezrach Oleh Register in IL,3/5/2021,,Modern Orthodox,,
,,,10/8/2024,39,,Jerusalem,,Female,Single,,7/20/2023,,Orthodox,,
,,,10/8/2024,26,Ontario,Jerusalem,Law Clerk,Female,Single,Oleh,3/18/2024,LY324,Modern Orthodox,Diploma/GED,
,,,10/8/2024,18,New York,Mitzpe Yeriho,Student,Female,Single,,,,Orthodox,,
,,,10/9/2024,32,New Jersey,Jerusalem,Education - Special,Female,Single,,,,Modern Orthodox,,
,,,10/9/2024,75,New York,Bet Shemesh,Real Estate,Male,Married,Oleh,3/7/2024,LY26,Orthodox,Masters Degree,
,,,10/9/2024,73,New York,Bet Shemesh,Professor,Female,Married,Oleh,3/7/2024,LY26,Orthodox,Masters Degree,
,,,10/9/2024,64,Florida,Tel Aviv-Yafo,Writer,Female,Married,Oleh,5/29/2024,LY26,Non-Affiliated,,
,,,10/9/2024,69,Florida,Tel Aviv-Yafo,Finance - Investment,Male,Married,Oleh,5/29/2024,LY26,Non-Affiliated,,
,,,10/9/2024,22,New York,Netanya,Student,Female,Married,,,,Modern Orthodox,,
,,,10/9/2024,23,New York,Jerusalem,Student,Female,Single,Oleh,7/25/2024,LY26,Orthodox,,
,,,10/9/2024,64,New York,Jerusalem,Retirement,Female,Married,Oleh,8/29/2024,LY02,Orthodox,,
,,,10/9/2024,25,Florida,Tel Aviv-Yafo,Education - Early Childhood,Female,Single,,,,Conservative,,
,,,10/9/2024,23,New York,Tel Aviv-Yafo,Other,Female,Single,,6/26/2024,,Modern Orthodox,,
,,,10/9/2024,66,Scotland,Be'er Milka,Plumber,Male,Married,Oleh,3/7/2024,LY26,Orthodox,Other,
,,,10/9/2024,62,Scotland,Be'er Milka,Accountant,Female,Married,Oleh,3/7/2024,LY26,Orthodox,,
,,,10/9/2024,20,New Jersey,Herzliya,Student,Female,Single,,,,Modern Orthodox,,
,,,10/9/2024,22,New York,Jerusalem,Student,Female,Single,,,,Modern Orthodox,,
,,,10/9/2024,67,New Jersey,Mitzpe Yeriho,Homemaker,Female,Married,,8/9/2024,,Frum,Bachelors Degree,
,,,10/9/2024,29,,Jerusalem,,Female,Single,,,,Frum,,
,,,10/9/2024,26,California,Tel Aviv-Yafo,Finance,Male,Single,,,,Reconstructionist,,
,,,10/9/2024,18,,Jerusalem,,Female,Single,,,,Yeshivish,,
,,,10/9/2024,48,New Jersey,Netanya,Event Planning,Female,Married,,,,Modern Orthodox,,
,,,10/9/2024,23,Pennsylvania,Herzliya,Student,Male,Married,,,,Orthodox,Other,
,,,10/9/2024,75,New York,Ma'galim,,Female,Married,Oleh,8/12/2024,LY26,Modern Orthodox,,
,,,10/9/2024,36,Wisconsin,Tel Aviv-Yafo,Marketing - Online,Female,Single,,,,Reform,JD,
,,,10/9/2024,33,Maryland,Haifa,Education - Early Childhood,Female,Separated,Ezrach Oleh,7/10/2024,LY26,Traditional,Masters Degree,
,,,10/9/2024,23,Texas,Tel Aviv-Yafo,Education - Early Childhood,Female,Single,Oleh,9/9/2024,LY06,Reform,Diploma/GED,
,,,10/9/2024,38,,Ramat Gan,Web Developer,Female,Single,Oleh,3/12/2024,LY26,Reform,,
,,,10/9/2024,29,New York,Jerusalem,Rabbinate,Male,Married,,,,Orthodox,Bachelors Degree,
,,,10/9/2024,23,New Jersey,Tel Aviv-Yafo,Childcare,Female,Single,Oleh,9/4/2024,LY02,Non-Affiliated,,
,,,10/9/2024,22,North Carolina,Jerusalem,,Female,Single,Oleh,7/10/2024,LY26,Non-Affiliated,Masters Degree,
,,,10/9/2024,23,New York,Herzliya,Other,Female,Single,Oleh,7/24/2024,LY26,Orthodox,,
,,,10/9/2024,20,,Bet Shemesh,,Female,Single,,,,Yeshivish,,
,,,10/9/2024,39,California,Bet Shemesh,Homemaker,Female,Married,Oleh,8/28/2024,LY06,Chasidish,,
,,,10/9/2024,40,California,Bet Shemesh,Social Media Manager,Male,Married,Oleh,8/28/2024,LY06,Chasidish,,
,,,10/9/2024,16,California,Bet Shemesh,,Female,Child,Oleh,8/28/2024,LY06,Chasidish,,
,,,10/9/2024,15,California,Bet Shemesh,,Male,Child,Oleh,8/28/2024,LY06,Chasidish,,
,,,10/9/2024,6,California,Bet Shemesh,,Female,Child,Oleh,8/28/2024,LY06,Chasidish,,
,,,10/9/2024,3,California,Bet Shemesh,,Female,Child,Oleh,8/28/2024,LY06,Chasidish,,
,,,10/9/2024,2,California,Bet Shemesh,,Female,Child,Oleh,8/28/2024,LY06,Chasidish,,
,,,10/9/2024,1,California,Bet Shemesh,,Male,Child,Oleh,8/28/2024,LY06,Chasidish,,
,,,10/9/2024,28,,Jerusalem,Software Engineer,Male,Married,,,,Frum,,
,,,10/9/2024,43,Florida,Jerusalem,Business,Male,Married,,,,Chabad,,
,,,10/9/2024,17,Florida,Jerusalem,,Male,Child,,,,Chabad,,
,,,10/9/2024,16,Florida,Jerusalem,,Female,Child,,,,Chabad,,
,,,10/9/2024,14,Florida,Jerusalem,,Female,Child,,,,Chabad,,
,,,10/9/2024,28,,Kefar Sava,Nurse,Female,Single,Oleh,6/26/2024,LY26,Reform,,
,,,10/9/2024,23,Ontario,Tel Aviv-Yafo,Law Clerk,Female,Single,,,,Modern Orthodox,Masters Degree,
,,,10/9/2024,25,California,Tel Aviv-Yafo,Finance - Advisor,Male,Single,Oleh,7/29/2024,LY26,Reform,,
,,,10/9/2024,18,Virginia,Jerusalem,Student,Female,Single,,,,Orthodox,,
,,,10/9/2024,24,,Jerusalem,,Male,Single,,,,Frum,,
,,,10/9/2024,28,Ohio,Tel Aviv-Yafo,Graphic Designer - Web,Female,Single,,,,Chabad,,
,,,10/9/2024,27,New York,Tel Aviv-Yafo,Unemployed,Female,Single,Ezrach Oleh,7/30/2024,LY26,Modern Orthodox,Associates Degree,
,,,10/9/2024,23,California,Haifa,Hi Tech General,Female,Married,,,,Orthodox,Other,
,,,10/9/2024,20,,Herzliya,,Female,Single,,,,Modern Orthodox,,
,,,10/9/2024,23,Pennsylvania,Tel Aviv-Yafo,Research,Female,Single,,5/22/2024,,Conservative,,
,,,10/9/2024,32,,Jerusalem,Database Administration,Male,Married,,,,Yeshivish,,
,,,10/9/2024,22,,Herzliya,,Male,Single,,,,Orthodox,,
,,,10/9/2024,22,Ontario,Kochav Yair,Student,Female,Single,Ezrach Oleh,8/13/2024,LY26,Modern Orthodox,,
,,,10/9/2024,69,New York,Jerusalem,Pharmacist,Male,Married,Oleh,5/20/2024,,Frum,,
,,,10/9/2024,22,Massachusetts,Tel Aviv-Yafo,Sciences,Female,Single,,,,Conservative,Bachelors Degree,
,,,10/9/2024,26,Washington,Tel Aviv-Yafo,Student,Female,Single,,,,Reform,,
,,,10/9/2024,23,Illinois,Tel Aviv-Yafo,Nurse,Female,Single,,,,Reform,,
,,,10/9/2024,26,New Jersey,Jerusalem,Psychologist - Industrial,Female,Single,,,,Orthodox,Bachelors Degree,
,,,10/9/2024,20,Florida,Alon Shvut,Student,Male,Single,,,,Orthodox,,
,,,10/9/2024,26,Massachusetts,Ramat Gan,Data Scientist,Male,Single,Oleh,8/21/2024,LY26,Non-Affiliated,,
,,,10/9/2024,31,Illinois,Tel Aviv-Yafo,Advertising,Female,Single,,7/11/2024,,Conservative,,
,,,10/9/2024,33,,Jerusalem,,Female,Married,,,,Yeshivish,,
,,,10/9/2024,28,Illinois,Haifa,Operations,Male,Single,Oleh,8/1/2024,LY26,Conservative,,
,,,10/9/2024,20,Massachusetts,Giv'at Shmuel,Student,Female,Single,Oleh,8/26/2024,LY04,Modern Orthodox,,
,,,10/9/2024,25,Florida,Tel Aviv-Yafo,Marketing,Female,Single,,,,Reform,,
,,,10/9/2024,76,New York,Jerusalem,Homemaker,Female,Married,,,,Chasidish,,
,,,10/9/2024,23,,Jerusalem,Admin Assistant,Female,Married,,,,Orthodox,,
,,,10/9/2024,58,Texas,Tel Aviv-Yafo,Public Relations,Female,Single,Oleh,8/22/2024,LY26,Conservative,Bachelors Degree,
,,,10/9/2024,26,Pennsylvania,Tel Aviv-Yafo,Education - Early Childhood,Female,Single,Ezrach Oleh,9/4/2024,LY02,Modern Orthodox,,
,,,10/9/2024,21,New Jersey,Jerusalem,Education Other,Female,Single,,,,Orthodox,,
,,,10/9/2024,83,,Bet Shemesh,,Male,Married,,,,Frum,,
,,,10/9/2024,79,,Bet Shemesh,,Female,Married,,,,Frum,,
,,,10/9/2024,25,New York,Jerusalem,Food Services,Male,Single,Ezrach Oleh,9/15/2024,VS26/VS7496,Frum,,
,,,10/9/2024,22,Florida,Tel Aviv-Yafo,Unemployed,Female,Single,Ezrach Oleh,8/15/2024,LY26,Reform,,
,,,10/9/2024,4,,Bet Shemesh,,Male,Child,,,,Yeshivish,,
,,,10/9/2024,6,,Bet Shemesh,,Female,Child,,,,Yeshivish,,
,,,10/9/2024,7,,Bet Shemesh,,Female,Child,,,,Yeshivish,,
,,,10/9/2024,30,,Bet Shemesh,,Female,Married,,,,Yeshivish,,
,,,10/9/2024,18,New York,Jerusalem,Student,Female,Single,,,,Modern Orthodox,Diploma/GED,
,,,10/9/2024,31,Ontario,Tel Aviv-Yafo,Project Coordinator,Female,Single,,,,Conservative,,
,,,10/9/2024,28,California,Tel Aviv-Yafo,Student,Female,Single,,,,Conservative,Masters Degree,
,,,10/9/2024,35,New York,Bet Shemesh,Unemployed,Female,Single,,,,Modern Orthodox,,
,,,10/9/2024,21,,Jerusalem,,Female,Single,,,,Frum,,
,,,10/9/2024,23,,Tel Aviv-Yafo,,Female,Engaged,,,,Non-Affiliated,,
,,,10/9/2024,20,New York,Jerusalem,,Female,Engaged,,,,Yeshivish,,
,,,10/9/2024,34,New York,Tel Aviv-Yafo,Finance - Investment,Male,Single,,,,Modern Orthodox,,
,,,10/9/2024,18,Florida,Netanya,,Male,Single,,,,Modern Orthodox,,
,,,10/9/2024,21,,Jerusalem,,Female,Single,,,,Orthodox,,
,,,10/9/2024,34,California,Giv'atayim,,Male,Single,,,,Traditional,,
,,,10/11/2024,28,New York,Giv'atayim,,,Single,,,,,,
,,,10/13/2024,19,,Bnei Brak,,Male,Single,,,,Modern Orthodox,,
,,,10/14/2024,64,New Jersey,Jerusalem,Product Development,Male,Married,Oleh,1/3/2024,DL8758/LY320,Modern Orthodox,,
,,,10/14/2024,57,New Jersey,Jerusalem,Real Estate Agent,Female,Married,Oleh,1/3/2024,DL8758/LY320,Modern Orthodox,,
,,,10/14/2024,22,New Jersey,Tel Aviv-Yafo,,Female,Single,Ezrach Oleh,7/9/2024,LY5138,Chabad,,
,,,10/14/2024,30,Ontario,Tel Aviv-Yafo,Writer - Content,Female,Single,Ezrach Oleh,6/25/2024,AF0355/AF6175,Conservative,Bachelors Degree,
,,,10/14/2024,26,California,Tel Aviv-Yafo,Sales - Hi Tech,Male,Single,,,,Modern Orthodox,,
,,,10/15/2024,23,New York,Herzliya,Management Consultant,Male,Single,Oleh,9/6/2024,LY318,Conservative,Other,
,,,10/15/2024,61,NY,Jerusalem,Physician,Male,Married,Oleh,3/10/2024,LY02,Modern Orthodox,,
,,,10/15/2024,20,British Columbia,Jerusalem,Student,Male,Single,,,,Masorti,,
,,,10/15/2024,40,California,Jerusalem,Business Developer,Male,Single,Oleh,7/1/2024,LY06,Orthodox,Bachelors Degree,
,,,10/21/2024,49,,Ra'anana,Lawyer,Male,Married,Oleh,9/25/2024,A320,Modern Orthodox,,
,,,10/22/2024,20,Ontario,Modi'in-Maccabim-Re'ut,,Male,Adult Child,Oleh,9/18/2024,AF0355/LY0222,Modern Orthodox,,
,,,10/22/2024,31,New York,Tel Aviv-Yafo,Non Profit,Male,Single,Oleh,8/1/2024,LY26,Modern Orthodox,,
,,,10/23/2024,23,Texas,Yavne,Human Resources/Recruitment,Female,Single,Oleh,9/20/2024,DL8652/DL8457,Conservative,,
,,,10/23/2024,26,Alberta,Hadera,Nurse,Female,Single,,,,Traditional,,
,,,10/28/2024,24,California,Jerusalem,Education - English,Male,Single,,1/11/2024,,Conservative,Bachelors Degree,
,,,10/28/2024,31,Ontario,Tal El,Physical Therapist,Female,Married,,,,Masorti,Bachelors Degree,
,,,10/28/2024,18,California,Tel Aviv-Yafo,Unemployed,Female,Single,Ezrach Oleh,10/10/2024,IZ0212,Conservative,Diploma/GED,
,,,10/29/2024,66,New Jersey,Jerusalem,Lactation Counseling,Female,Married,Oleh,7/16/2024,LY28,Frum,,
,,,10/29/2024,66,New Jersey,Jerusalem,Accountant,Male,Married,Oleh,7/16/2024,LY28,Frum,,
,,,10/30/2024,64,Ontario,Jerusalem,Lawyer,Female,Married,Oleh,8/21/2024,,Orthodox,Masters Degree,
,,,10/30/2024,66,Ontario,Jerusalem,Physician,Male,Married,Oleh,8/21/2024,,Orthodox,Masters Degree,
,,,10/30/2024,61,Massachusetts,Tel Aviv-Yafo,CEO,Female,Divorced,Oleh,3/6/2024,LY16,Modern Orthodox,Doctorate Degree,
,,,10/30/2024,23,,Ramat Gan,Marketing,Female,Single,,,,Conservative,,
,,,10/31/2024,23,Illinois,Jerusalem,Design,Female,Single,Oleh,8/8/2023,LY10,Chabad,,
,,,10/31/2024,17,California,Karmiel,,Male,Child,Oleh,4/11/2024,LY06,Traditional,,
,,,10/31/2024,72,California,Karmiel,,Male,Divorced,Oleh,4/11/2024,LY06,Traditional,,
,,,10/31/2024,67,New York,Lod,Retirement,Female,Married,Oleh,11/29/2021,LY02,Orthodox,,
,,,10/31/2024,73,New York,Lod,Retirement,Male,Married,Oleh,11/29/2021,LY02,Orthodox,,
,,,10/31/2024,25,Ontario,Jerusalem,Engineer - Mechanical,Female,Single,Ezrach Oleh,6/18/2024,LY10,Conservative,,
,,,10/31/2024,71,New Jersey,Jerusalem,Academia,Male,Married,Oleh,4/17/2024,LY02,Orthodox,Bachelors Degree,
,,,10/31/2024,22,Maryland,Jerusalem,Customer Service,Female,Single,Ezrach Oleh,3/11/2024,LY02,Conservative,Diploma/GED,
,,,10/31/2024,33,California,Tel Aviv-Yafo,Student,Male,Single,Oleh,12/27/2023,LY06,Non-Affiliated,Masters Degree,
,,,10/31/2024,23,Massachusetts,Ramat Gan,Finance - Analyst,Female,Single,Oleh,3/26/2024,LY10,Non-Affiliated,,
,,,10/31/2024,37,New York,Tel Aviv-Yafo,Lawyer,Female,Divorced,Oleh,12/12/2023,LY02,Other,,
,,,10/31/2024,68,Virginia,Jerusalem,Librarian/Library Science,Female,Married,Oleh,5/30/2024,LY02,Orthodox,Masters Degree,
,,,10/31/2024,63,Virginia,Jerusalem,Engineer - Computer,Male,Married,Oleh,5/30/2024,LY02,Orthodox,Masters Degree,
,,,10/31/2024,26,Pennsylvania,Haifa,Writer,Male,Single,Oleh,5/1/2024,LY02,Conservative,,
,,,10/31/2024,70,Arizona,Tel Aviv-Yafo,Physician,Male,Divorced,Oleh,8/22/2024,LY02,Modern Orthodox,Doctorate Degree,
,,,10/31/2024,68,California,Savyon,Physician,Male,Divorced,,,,Reform,Other,
,,,10/31/2024,68,Georgia,Bet Shemesh,Retirement,Male,Married,Oleh,1/18/2024,LY02,Orthodox,,
,,,10/31/2024,67,Georgia,Bet Shemesh,Retirement,Female,Married,Oleh,1/18/2024,LY02,Orthodox,Masters Degree,
,,,10/31/2024,47,New York,Jerusalem,Education - Elementary,Female,Single,Oleh,7/8/2024,LY02,Modern Orthodox,Masters Degree,
,,,10/31/2024,23,New York,Tzova,Product Manager,Female,Single,Oleh,8/20/2024,LY10,Liberal,,
,,,10/31/2024,50,Michigan,Tel Aviv-Yafo,Physician,Male,Divorced,Katin Chozer,6/14/2024,LY02,Non-Affiliated,MD,
,,,10/31/2024,66,California,Jerusalem,Retirement,Female,Divorced,Oleh,8/1/2024,LY06,Reform,,
,,,10/31/2024,23,Maryland,Tel Aviv-Yafo,Student,Female,Single,Oleh,9/15/2024,LY10,Modern Orthodox,,
,,,10/31/2024,28,California,Tel Aviv-Yafo,CEO,Male,Single,Oleh,7/11/2024,LY06,Conservative,,
,,,10/31/2024,22,California,Azor,Therapy/Counseling,Male,Single,Oleh,9/4/2024,LY10,Chabad,,
,,,10/31/2024,24,New York,Tel Aviv-Yafo,Education - Tutor,Female,Single,Oleh,8/7/2024,LY02,Modern Orthodox,,
,,,10/31/2024,27,Ontario,Tel Aviv-Yafo,Psychologist - Clinical,Female,Married,Oleh,8/1/2024,LY10,Modern Orthodox,Masters Degree,
,,,10/31/2024,30,Ontario,Tel Aviv-Yafo,Lawyer,Male,Married,Oleh,8/1/2024,LY10,Modern Orthodox,Bachelors Degree,
,,,10/31/2024,67,Arizona,Tel Aviv-Yafo,Accountant,Female,Divorced,Oleh,9/5/2024,LY02,Modern Orthodox,,
,,,10/31/2024,18,Texas,Jerusalem,Student,Male,Single,Ezrach Oleh,8/26/2024,LY02,Orthodox,Diploma/GED,
,,,10/31/2024,75,Arizona,Bet Shemesh,Rabbinate,Male,Married,Oleh,9/4/2024,LY18,Frum,,
,,,10/31/2024,72,Arizona,Bet Shemesh,Education - Jewish,Female,Married,Oleh,9/4/2024,LY18,Frum,,
,,,10/31/2024,39,,Haifa,Writer,Male,Single,Ezrach Oleh,7/30/2024,LY18,Non-Affiliated,Bachelors Degree,
,,,10/31/2024,20,New York,Ashdod,Student,Male,Single,Oleh,8/28/2024,LY18,Conservative,,
,,,10/31/2024,23,Pennsylvania,Herzliya,Student,Female,Single,Oleh,8/27/2024,LY10,Conservative,,
,,,10/31/2024,23,Georgia,Jerusalem,Student,Female,Single,Oleh,8/22/2024,LY18,Modern Orthodox,,
,,,10/31/2024,26,New York,Tel Aviv-Yafo,Real Estate,Female,Single,Oleh,8/26/2024,LY02,Conservative,,
,,,10/31/2024,25,California,Bet Shemesh,,Female,Single,Ezrach Oleh,9/4/2024,LY02,Yeshivish,Associates Degree,
,,,10/31/2024,21,Pennsylvania,Bet Shemesh,Student,Female,Single,,,,Modern Orthodox,,
,,,11/1/2024,22,Texas,Tel Aviv-Yafo,Psychologist - Industrial,Female,Single,Katin Chozer,9/12/2024,,Reform,,
,,,11/3/2024,20,New York,Petah Tikva,Education - Elementary,Female,Single,,,,Modern Orthodox,,
,,,11/3/2024,37,Arizona,Jerusalem,Entrepreneur,Female,Married,,,,Traditional,,
,,,11/3/2024,24,,Haifa,,Male,Single,,,,Other,,
,,,11/4/2024,32,Ontario,Jerusalem,Logistics,Male,Single,Ezrach Oleh,8/28/2024,LY16,Modern Orthodox,,
,,,11/4/2024,29,Maryland,Jerusalem,Education - Jewish,Male,Divorced,Katin Chozer,8/12/2024,LY16,Orthodox,Bachelors Degree,
,,,11/4/2024,26,,Tel Aviv-Yafo,,Male,Single,,,,Conservative,,
,,,11/5/2024,15,California,Ra'anana,,Female,Child,Oleh,9/19/2024,LY5114,Chabad,,
,,,11/5/2024,48,California,Ra'anana,Sales - Hi Tech,Male,Married,Oleh,9/19/2024,LY5114,Chabad,Other,
,,,11/5/2024,12,California,Ra'anana,,Female,Child,Oleh,9/19/2024,LY5114,Chabad,,
,,,11/5/2024,45,California,Ra'anana,Caregiver,Female,Married,Oleh,9/19/2024,LY5114,Chabad,Other,
,,,11/5/2024,19,New York,Tel Aviv-Yafo,Student,Female,Single,,,,Modern Orthodox,,
,,,11/5/2024,27,Manitoba,Rishon LeTsiyon,Marketing,Female,Single,,,,Traditional,Bachelors Degree,
,,,11/6/2024,48,New York,Jerusalem,Banking - Other,Male,Married,,,,Modern Orthodox,Masters Degree,
,,,11/6/2024,24,,Tel Aviv-Yafo,,Female,Single,,,,Conservative,,
,,,11/6/2024,1,New York,Bet Shemesh,,,Child,Oleh,4/2/2024,,Yeshivish,,
,,,11/6/2024,4,New York,Bet Shemesh,,Female,Child,Oleh,4/2/2024,,Yeshivish,,
,,,11/6/2024,30,New York,Bet Shemesh,Nurse,Female,Married,Oleh,4/2/2024,,Yeshivish,Bachelors Degree,
,,,11/6/2024,36,New York,Bet Shemesh,Kollel,Male,Married,Oleh,4/2/2024,,Yeshivish,Associates Degree,
,,,11/6/2024,2,New York,Bet Shemesh,,Male,Child,Oleh,4/2/2024,,Yeshivish,,
,,,11/6/2024,55,Georgia,Kiryat Gat,Real Estate Agent,Male,Married,,,,Modern Orthodox,Masters Degree,
,,,11/6/2024,25,New Jersey,Mevaseret Zion,Unemployed,Female,Married,,,,Orthodox,,
,,,11/6/2024,25,New Jersey,Mevaseret Zion,Graphic Designer - Web,Male,Married,,,,Orthodox,,
,,,11/6/2024,23,Florida,Jerusalem,Student,Female,Single,,,,Conservative,Bachelors Degree,
,,,11/6/2024,19,New Jersey,Bet Shemesh,Student,Female,Single,,,,Modern Orthodox,Diploma/GED,
,,,11/6/2024,19,California,Jerusalem,Student,Female,Single,,,,Frum,Diploma/GED,
,,,11/6/2024,23,New York,Tel Aviv-Yafo,Marketing,Male,Married,,,,Frum,Diploma/GED,
,,,11/6/2024,22,Pennsylvania,Herzliya,Engineer - Computer,Male,Single,,,,Reform,,
,,,11/6/2024,59,Ontario,Modi'in-Maccabim-Re'ut,Administration,Female,Married,,10/1/2024,,Modern Orthodox,Bachelors Degree,
,,,11/6/2024,23,Massachusetts,Ashkelon,,Male,Single,Oleh,8/29/2024,LY18,Reform,,
,,,11/6/2024,34,,Jerusalem,Clerk,Female,Married,,,,Chasidish,,
,,,11/6/2024,9,,Jerusalem,,Female,Child,,,,Chasidish,,
,,,11/6/2024,6,,Jerusalem,,Female,Child,,,,Chasidish,,
,,,11/6/2024,3,,Jerusalem,,Female,Child,,,,Chasidish,,
,,,11/6/2024,56,New York,Dolev,Self Employed/Small Business,Male,Married,Oleh,5/28/2024,IZ162,Conservative,Masters Degree,
,,,11/6/2024,76,California,Jerusalem,Business,Male,Married,,,,Orthodox,,
,,,11/6/2024,75,California,Jerusalem,Homemaker,Female,Married,,,,Orthodox,,
,,,11/6/2024,33,New Jersey,Tel Aviv-Yafo,Archaeology,Female,Single,,10/1/2024,,Non-Affiliated,Bachelors Degree,
,,,11/6/2024,21,,Herzliya,,Female,Married,Oleh,9/11/2024,,Modern Orthodox,,
,,,11/6/2024,10,California,Ma'Ale Levona,,Female,Child,,,,Modern Orthodox,,
,,,11/6/2024,53,California,Ma'Ale Levona,Education - Early Childhood,Female,Married,,,,Modern Orthodox,Bachelors Degree,
,,,11/6/2024,23,,Tel Aviv-Yafo,Social Media Manager,Female,Single,,,,Modern Orthodox,,
,,,11/6/2024,25,,Kfar Chabad,,Male,Married,,,,Orthodox,,
,,,11/6/2024,22,,Herzliya,,Male,Single,,,,Modern Orthodox,,
,,,11/6/2024,26,,Jerusalem,,Female,Married,,,,Orthodox,,
,,,11/6/2024,71,Minnesota,Zikhron Ya'akov,,Female,Married,,,,Orthodox,,
,,,11/6/2024,18,California,Jerusalem,Student,Male,Single,,9/24/2024,,Modern Orthodox,,
,,,11/6/2024,33,,Modi'in-Maccabim-Re'ut,E-commerce,Male,Single,,,,Conservative,,
,,,11/6/2024,27,Ohio,Tel Aviv-Yafo,Finance,Female,Single,,,,Conservative,,
,,,11/6/2024,18,,Pedu'el,Other,Male,Single,,,,Modern Orthodox,,
,,,11/6/2024,22,California,Tel Aviv-Yafo,Finance - Investment,Female,Single,,,,Reconstructionist,,
,,,11/7/2024,67,Manitoba,Jerusalem,Retirement,Female,Married,Oleh,7/18/2024,LY362,Modern Orthodox,,
,,,11/7/2024,28,New York,Tel Aviv-Yafo,,Female,Single,Oleh,7/30/2024,LY08,Reform,,
,,,11/7/2024,71,,Jerusalem,Lawyer,Male,Divorced,Oleh,9/9/2024,LY08,Orthodox,JD,
,,,11/7/2024,0,New Jersey,Mevaseret Zion,,,Child,,,,Orthodox,,
,,,11/7/2024,2,New Jersey,Mevaseret Zion,,Male,Child,,,,Orthodox,,
,,,11/7/2024,84,New York,Jerusalem,Retirement,Female,Married,Oleh,8/1/2024,LY08,Orthodox,,
,,,11/7/2024,81,New York,Jerusalem,Retirement,Male,Married,Oleh,8/1/2024,LY08,Orthodox,,
,,,11/7/2024,25,Ontario,Tel Aviv-Yafo,Business,Male,Single,Oleh,7/18/2024,LY08,Modern Orthodox,,
,,,11/7/2024,25,New York,Tel Aviv-Yafo,Sales,Female,Single,Oleh,6/4/2024,LY08,Conservative,,
,,,11/7/2024,28,New York,Jerusalem,Dietitian/Nutritionist,Female,Married,Oleh,8/9/2024,LY08,Modern Orthodox,Masters Degree,
,,,11/7/2024,28,New York,Jerusalem,Student,Male,Married,Oleh,8/9/2024,LY08,Modern Orthodox,,
,,,11/7/2024,2,New York,Jerusalem,,Male,Child,Oleh,8/9/2024,LY08,Modern Orthodox,,
,,,11/10/2024,65,New York,Harish,Education - Tutor,Male,Married,Oleh,9/5/2024,LY014,Modern Orthodox,,
,,,11/10/2024,60,New York,Harish,Telemarketing,Female,Married,Oleh,9/5/2024,LY014,Modern Orthodox,,
,,,11/10/2024,40,Pennsylvania,Pardes Hanna-Karkur,Therapy/Counseling,Female,Divorced,Ezrach Oleh,5/29/2024,LY014,Non-Affiliated,Masters Degree,
,,,11/10/2024,5,Pennsylvania,Pardes Hanna-Karkur,,Male,Child,Oleh,5/29/2024,LY014,Non-Affiliated,,
,,,11/10/2024,19,Arizona,Ashdod,Student,Female,Single,Oleh,10/1/2024,LY014,Conservative,,
,,,11/10/2024,12,California,Rehovot,,Female,Child,Ezrah Yelid Hul (katin/minor),4/14/2024,LY08,Orthodox,,
,,,11/10/2024,7,California,Rehovot,,Male,Child,Ezrah Yelid Hul (katin/minor),4/14/2024,LY08,Orthodox,,
,,,11/10/2024,5,California,Rehovot,,Male,Child,Ezrah Yelid Hul (katin/minor),4/14/2024,LY08,Orthodox,,
,,,11/10/2024,1,California,Rehovot,,Male,Child,Ezrah Yelid Hul (katin/minor),4/14/2024,LY08,Orthodox,,
,,,11/10/2024,41,California,Rehovot,Occupational Therapist,Female,Married,Oleh,4/14/2024,LY08,Orthodox,Bachelors Degree,
,,,11/10/2024,43,California,Rehovot,CEO,Male,Married,Katin Chozer,4/14/2024,LY08,Orthodox,Bachelors Degree,
,,,11/10/2024,11,California,Rehovot,,Male,Child,Ezrah Yelid Hul (katin/minor),4/14/2024,LY08,Orthodox,,
,,,11/10/2024,9,California,Rehovot,,Female,Child,Ezrah Yelid Hul (katin/minor),4/14/2024,LY08,Orthodox,,
,,,11/10/2024,0,New York,Jerusalem,,Female,Child,Oleh,7/26/2024,LY014,Modern Orthodox,,
